Reference Number,description,Assigned to,Assignment Group,Affected Service/CI,Affected Service/CI Category,Affected Service/CI Subcategory,Closed Date,Created,Created by,Task Summary,Closed by,Closure Code,Closure Code 2
INC0022268827,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.262100 - Event ID:0242ac11-0015-bb1f-11ec-e6a6f1d0df1f,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,07 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022277460,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.321200 - Event ID:0242ac11-0015-bb1f-11ec-e770d0945ca9,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,08 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022271753,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.288000 - Event ID:0242ac11-0015-bb1f-11ec-e6fc2bea1267,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,08 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022271474,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.068400 - Event ID:0242ac11-0015-bb1f-11ec-e6f8add09ae1,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,08 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022277283,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-0015-bb1f-11ec-e7665708127d",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr1901.us.db.com,,,,08 June 2022,zip_interface,,,Hardware,Not Listed
INC0022280173,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.301000 - Event ID:0242ac11-0015-bb1f-11ec-e7c60ff04c75,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022285257,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.199000 - Event ID:0242ac11-0015-bb1f-11ec-e823a46c19a7,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022285344,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.024200 - Event ID:0242ac11-0015-bb1f-11ec-e829ed5386df,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,09 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022277796,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-0015-bb1f-11ec-e78775e9a3b8",Tanaji Dongare,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr1201.us.db.com,,,,09 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022277937,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-000e-b27b-11ec-e78fefacc6c4",Ratheesh Sivasubramaniam,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr1001.sg.db.com,,,,09 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022292847,Perf/Memory / Perf/Memory / Perf/Memory / DSJNTXFDNPR0201 - threshold of 98 percent guest memory exceeded: current value 98.021400 - Event ID:0242ac11-000e-b27b-11ec-e902d22f157e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxfdnpr0201.sg.db.com,,,,10 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022292848,Perf/Memory / Perf/Memory / Perf/Memory / DSJNTXFDNPR0201 - threshold of 98 percent guest memory exceeded: current value 98.021400 - Event ID:0242ac11-000e-b27b-11ec-e902d22ea04d,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxfdnpr0201.sg.db.com,,,,10 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022286602,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.239200 - Event ID:0242ac11-0015-bb1f-11ec-e872904d8dac,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,10 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022286466,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.202300 - Event ID:0242ac11-0015-bb1f-11ec-e86db17d225b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,10 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022287784,Perf/Memory / Perf/Memory / Perf/Memory / 2PKNTXPRCPR0202 - threshold of 98 percent guest memory exceeded: current value 98.087000 - Event ID:0242ac11-0015-bb1f-11ec-e88b057e3d31,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxprcpr0202.us.db.com,,,,10 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022295001,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-0007-af61-11ec-e96624825534",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1401.uk.db.com,,,,11 June 2022,zip_interface,,,Hardware,Not Listed
INC0022323624,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-000e-b27b-11ec-ecdf6eda87b9",Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr1001.sg.db.com,,,,15 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022285151,Nutanix/Alert / NIC link down on host {host_ip} / SystemIndicator Cluster Network / WDCNTXAHVPR0318 - Link on NIC eth0 of host 172.18.72.46 is down. NIC description: None. - Event ID:0242ac11-0007-af61-11ec-e81f31d73479,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0318.uk.db.com,,,,09 June 2022,zip_interface,,,Hardware,Not Listed
INC0022285497,Nutanix/Alert / NIC link down on host {host_ip} / SystemIndicator Cluster Network / DCNNTXAHVPR1118 - Link on NIC eth1 of host 172.18.105.24 is down. NIC description: None. - Event ID:0242ac11-0007-aa67-11ec-e83577126e2a,Chekurthi-Nirmal Kumar,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1118.de.db.com,,,,09 June 2022,zip_interface,,,Connectivity,Cabling
INC0022296543,Nutanix/Alert / NIC link down on host {host_ip} / SystemIndicator Cluster Network / NJ3NTXAHVPR0907 - Link on NIC eth0 of host 172.31.104.203 is down. NIC description: None. - Event ID:0242ac11-0015-bb1f-11ec-e9d07c839467,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxahvpr0907.us.db.com,,,,11 June 2022,zip_interface,,,Hardware,Not Listed
INC0022308149,Nutanix/Alert / NIC link down on host {host_ip} / SystemIndicator Cluster Network / DCNNTXAHVPR2301 - Link on NIC eth2 of host 172.18.106.39 is down. NIC description: None. - Event ID:0242ac11-0007-aa67-11ec-eb7aa7b531fc,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr2301.de.db.com,,,,14 June 2022,zip_interface,,,Hardware,Not Listed
INC0022308027,Nutanix/Alert / NIC link down on host {host_ip} / SystemIndicator Cluster Network / DCNNTXAHVPR2301 - Link on NIC eth0 of host 172.18.106.39 is down. NIC description: None. - Event ID:0242ac11-0007-aa67-11ec-eb748e59b54d,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr2301.de.db.com,,,,14 June 2022,zip_interface,,,Hardware,Not Listed
INC0022263733,Status/Ping/Lag / Status/Ping/Lag / Status/Ping/Lag / CDCNTXAHVPR0609.uk.db.com is LAGGING! (1576.1 milliseconds) - Event ID:0242ac11-0007-af61-11ec-e6408491dda3,Tanaji Dongare,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr0609.uk.db.com,,,,07 June 2022,zip_interface,,,,
INC0022291587,Status/Ping/Lag / Status/Ping/Lag / Status/Ping/Lag / CDCNTXAHVPR1203.uk.db.com is LAGGING! (1836.0 milliseconds) - Event ID:0242ac11-0007-af61-11ec-e8ce3b4e0a8e,Srinivasa Murthy,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr1203.uk.db.com,,,,10 June 2022,zip_interface,,,,
INC0022291585,Status/Ping/Lag / Status/Ping/Lag / Status/Ping/Lag / CDCNTXAHVPR1017.uk.db.com is LAGGING! (1674.5 milliseconds) - Event ID:0242ac11-0007-af61-11ec-e8ce3b3f6487,Sagar Bhosale,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr1017.uk.db.com,,,,10 June 2022,zip_interface,,,,
INC0022291588,Status/Ping/Lag / Status/Ping/Lag / Status/Ping/Lag / CDCNTXAHVPR1014.uk.db.com is LAGGING! (1639.8 milliseconds) - Event ID:0242ac11-0007-af61-11ec-e8ce3b212f1b,Vishal Sunar,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr1014.uk.db.com,,,,10 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022291586,Status/Ping/Lag / Status/Ping/Lag / Status/Ping/Lag / CDCNTXAHVPR1010.uk.db.com is LAGGING! (1550.6 milliseconds) - Event ID:0242ac11-0007-af61-11ec-e8ce3b01e73b,Amar Pange,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr1010.uk.db.com,,,,10 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022248863,Status/WinService / Status/WinService / Status/WinService / UsoSvc - Service Alert: UsoSvc has changed to Stopped state - Event ID:0242ac11-0015-bb1f-11ec-e4247c6daa6e,Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxsfspr0101.us.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022248865,Status/WinService / Status/WinService / Status/WinService / MSDTC - Service Alert: MSDTC has changed to Stopped state - Event ID:0242ac11-0015-bb1f-11ec-e4247c6daa6d,Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxsfspr0101.us.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022248866,Status/WinService / Status/WinService / Status/WinService / DPS - Service Alert: DPS has changed to Stopped state - Event ID:0242ac11-0015-bb1f-11ec-e4247c693d9c,Prashant Sahane,DBSP-INT-NGCS-TIER2-CITRIX,nj3ctxsfspr0101.us.db.com,,,,04 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022252192,Status/WinService / Status/WinService / Status/WinService / TrustedInstaller - Service Alert: TrustedInstaller has changed to Stopped state - Event ID:0242ac11-000e-b27b-11ec-e4887ce72130,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,kchctxfslpr0102.sg.db.com,,,,05 June 2022,zip_interface,,,,
INC0022252193,Status/WinService / Status/WinService / Status/WinService / TrustedInstaller - Service Alert: TrustedInstaller has changed to Stopped state - Event ID:0242ac11-000e-b27b-11ec-e44e5880a2d9,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,kchctxfslpr0101.sg.db.com,,,,05 June 2022,zip_interface,,,,
INC0022252194,Status/WinService / Status/WinService / Status/WinService / SplunkForwarder - Service Alert: SplunkForwarder has changed to Stopped state - Event ID:0242ac11-000e-b27b-11ec-e487ca142b8d,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,kchctxfslpr0102.sg.db.com,,,,05 June 2022,zip_interface,,,,
INC0022252191,Status/WinService / Status/WinService / Status/WinService / SplunkForwarder - Service Alert: SplunkForwarder has changed to Stopped state - Event ID:0242ac11-0007-af61-11ec-e4234900cbe5,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,wdcctxcccpr0105.uk.db.com,,,,05 June 2022,zip_interface,,,,
INC0022252180,Status/WinService / Status/WinService / Status/WinService / sepWscSvc - Service Alert: sepWscSvc has changed to Stopped state - Event ID:0242ac11-0015-bb1f-11ec-e424a32be10c,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ctxcccpr0105.us.db.com,,,,05 June 2022,zip_interface,,,,
INC0022252190,Status/WinService / Status/WinService / Status/WinService / sepWscSvc - Service Alert: sepWscSvc has changed to Stopped state - Event ID:0242ac11-0007-aa67-11ec-e42387a0e797,G Rajasekhar,DBSP-INT-NGCS-TIER2-NUTANIX,dcnctxcccpr0107.de.db.com,,,,05 June 2022,zip_interface,,,,
INC0022235942,Nutanix/Alert / {vm_type} Virtual IP Check / SystemIndicator Cluster / 2PKNTXAHVPR2012 - CVM Virtual IP is configured but unreachable. - Event ID:0242ac11-0015-bb1f-11ec-e25f8a4dd67b,Sayali Gole,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr2012.us.db.com,,,,02 June 2022,zip_interface,,,,
INC0022235941,Nutanix/Alert / {vm_type} Virtual IP Check / SystemIndicator Cluster / 2PKNTXAHVPR2010 - CVM Virtual IP is configured but unreachable. - Event ID:0242ac11-0015-bb1f-11ec-e25f8a4c9dfa,Rohini Choudhari,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr2010.us.db.com,,,,02 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022232071,Nutanix/Alert / {vm_type} Virtual IP Check / SystemIndicator Cluster / 2PKNTXAHVPR1605 - CVM Virtual IP is configured but unreachable. - Event ID:0242ac11-0015-bb1f-11ec-e209b6d9c1bb,Rajendra Bhise,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr1605.us.db.com,,,,02 June 2022,zip_interface,,,,
INC0022268789,Nutanix/Alert / File server unreachable check / SystemIndicator Cluster / File server WDCNTXFSIPR0301 is unreachable. - Event ID:0242ac11-0007-af61-11ec-e6a76d4aad08,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0301.uk.db.com,,,,07 June 2022,zip_interface,,,Hardware,Not Listed
INC0022297663,Nutanix/Alert / {vm_type} Virtual IP Check / SystemIndicator Cluster / 2PKNTXAHVPR1622 - CVM Virtual IP is configured but unreachable. - Event ID:0242ac11-0015-bb1f-11ec-ea201048010a,Vishal Sunar,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxahvpr1622.us.db.com,,,,12 June 2022,zip_interface,,,Connectivity,Network
INC0022298660,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR2401 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea64706e9ff4,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr2401.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298659,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR2201 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea6470661473,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr2201.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298663,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR2001 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea644153c253,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr2001.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298665,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR1801 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea641e3b6234,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1801.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298676,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR1601 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea6442cb6e47,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1601.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298669,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR1401 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea6442d3d2b8,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1401.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298671,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR1201 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea6442c4b786,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1201.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298677,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR1001 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea64459d2bf2,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr1001.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298657,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR0801 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea64708227f7,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0801.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298661,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR0601 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea64707863f6,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0601.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298672,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR0401 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea646e7f2c02,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0401.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022298675,Nutanix/Alert / PE-PC Connection Failure / SystemIndicator Cluster / CDCNTXCLSPR0201 - The remote PC 172.18.70.19 is unreachable. - Event ID:0242ac11-0007-af61-11ec-ea644159b5c4,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0201.uk.db.com,,,,12 June 2022,zip_interface,,,Hardware,Not Listed
INC0022231312,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / WDCNTXAHVPR1502 - CVM 172.18.73.57 has been rebooted on Wed Jun  1 19:34:00 2022. - Event ID:0242ac11-0007-af61-11ec-e1da2a6cb50f,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr1502.uk.db.com,,,06-06-2022 21:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231311,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / WDCNTXAHVPR1307 - CVM 172.18.73.42 has been rebooted on Wed Jun  1 19:32:00 2022. - Event ID:0242ac11-0007-af61-11ec-e1da1880b169,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr1307.uk.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022229740,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / WDCNTXAHVPR0701 - CVM 172.18.72.152 has been rebooted on Wed Jun  1 14:00:00 2022. - Event ID:0242ac11-0007-af61-11ec-e1acb31d292d,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr0701.uk.db.com,,,06-06-2022 16:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231289,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / DCNNTXAHVPR1711 - CVM 172.18.105.183 has been rebooted on Wed Jun  1 20:25:00 2022. - Event ID:0242ac11-0007-aa67-11ec-e1d99fa47275,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1711.de.db.com,,,06-06-2022 21:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231328,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / DCNNTXAHVPR1710 - CVM 172.18.105.182 has been rebooted on Wed Jun  1 20:31:00 2022. - Event ID:0242ac11-0007-aa67-11ec-e1da0ad935fd,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1710.de.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231288,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / DCNNTXAHVPR1709 - CVM 172.18.105.181 has been rebooted on Wed Jun  1 20:30:00 2022. - Event ID:0242ac11-0007-aa67-11ec-e1d99fa312e4,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1709.de.db.com,,,06-06-2022 21:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231348,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / DCBNTXAHVPR0808 - CVM 172.18.97.26 has been rebooted on Wed Jun  1 20:28:00 2022. - Event ID:0242ac11-0007-aa67-11ec-e1dbc8e91abc,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr0808.de.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231484,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / CDCNTXAHVPR0806 - CVM 172.18.64.163 has been rebooted on Wed Jun  1 20:11:00 2022. - Event ID:0242ac11-0007-af61-11ec-e1e09d892f0a,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr0806.uk.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231394,Nutanix/Alert / {vm_type} {ip_address} rebooted / SystemIndicator ControllerVM / CDCNTXAHVPR0607 - CVM 172.18.64.114 has been rebooted on Wed Jun  1 19:34:00 2022. - Event ID:0242ac11-0007-af61-11ec-e1db4e0ec16b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr0607.uk.db.com,,,06-06-2022 21:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231886,Nutanix/Alert / Latency between {vm_type}s / Availability Node Network / DCBNTXAHVPR0420 - Latency between CVMs is higher than 15 ms. - Event ID:0242ac11-0007-aa67-11ec-e1f89e73a227,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxahvpr0420.de.db.com,,,07-06-2022 07:03,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231315,Nutanix/Alert / Host {hypervisor_address} appears to have failed. / Availability Hardware GuestVM / WDCNTXAHVPR1502 - Host 172.18.73.52 appears to have failed. High Availability is restarting VMs on hosts throughout the cluster. - Event ID:0242ac11-0007-af61-11ec-e1d90ad0783b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr1502.uk.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231313,Nutanix/Alert / Host {hypervisor_address} appears to have failed. / Availability Hardware GuestVM / WDCNTXAHVPR1307 - Host 172.18.73.32 appears to have failed. High Availability is restarting VMs on hosts throughout the cluster. - Event ID:0242ac11-0007-af61-11ec-e1d8eccfa791,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxahvpr1307.uk.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
INC0022231264,Nutanix/Alert / Host {hypervisor_address} appears to have failed. / Availability Hardware GuestVM / DCNNTXAHVPR1711 - Host 172.18.105.164 appears to have failed. High Availability is restarting VMs on hosts throughout the cluster. - Event ID:0242ac11-0007-aa67-11ec-e1d7f363ba3e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxahvpr1711.de.db.com,,,06-06-2022 22:00,01 June 2022,zip_interface,,Zip Interface,Hardware,Not Listed
